from_node,to_node,length_m,travel_time_s,fuel_l,co2_g,lanes
46366390,46367805,62.91,7.55,0.005,12.04,1
46366421,46366390,8.14,0.98,0.0007,1.56,1
46366421,1394126112,49.59,5.95,0.004,9.49,1
46366452,4851679557,120.33,14.44,0.0096,23.03,1
46366452,46367563,26.52,3.18,0.0021,5.08,1
46366625,46363936,156.77,18.81,0.0125,30.0,1
46366625,46368484,72.5,8.7,0.0058,13.87,2
46366674,46366153,73.16,8.78,0.0059,14.0,1
46366845,4425924631,73.68,8.84,0.0059,14.1,1
46366845,46364924,27.19,3.26,0.0022,5.2,1
46366848,4977839032,291.11,34.93,0.0233,55.71,1
46366848,287089454,447.53,53.7,0.0358,85.64,1
46366881,46367000,46.09,5.53,0.0037,8.82,1
46366917,46366947,7.75,0.93,0.0006,1.48,1
46366917,46363812,70.78,5.1,0.0057,13.54,1
46366917,5731364653,118.59,14.23,0.0095,22.69,2
46366947,46366917,7.75,0.93,0.0006,1.48,1
46366947,46371007,104.31,7.51,0.0083,19.96,1
46366948,46370749,91.96,11.04,0.0074,17.6,1
46367000,46369685,64.51,7.74,0.0052,12.34,1
46367000,46364523,90.82,10.9,0.0073,17.38,1
46367000,46366881,46.09,5.53,0.0037,8.82,1
46367002,46365684,72.66,8.72,0.0058,13.9,1
46367002,27471867,91.34,10.96,0.0073,17.48,1
46367326,46371109,113.33,13.6,0.0091,21.69,2
46367400,46367402,119.27,14.31,0.0095,22.82,1
46367400,46370544,68.71,8.25,0.0055,13.15,1
46367400,46370571,84.59,10.15,0.0068,16.19,1
46367402,46367400,119.27,14.31,0.0095,22.82,1
46367402,46367435,51.84,6.22,0.0041,9.92,1
46367402,46370612,69.59,8.35,0.0056,13.32,1
46367433,46368850,73.14,8.78,0.0059,14.0,1
46367435,46367402,51.84,6.22,0.0041,9.92,1
46367435,1399800480,142.08,17.05,0.0114,27.19,1
46367435,46370640,70.65,8.48,0.0057,13.52,1
46367468,324022023,7.03,0.84,0.0006,1.35,1
46367561,46369502,86.32,10.36,0.0069,16.52,1
46367561,46365720,53.58,6.43,0.0043,10.25,1
46367563,46365231,112.26,13.47,0.009,21.48,1
46367563,46366452,26.52,3.18,0.0021,5.08,1
46367629,46371324,276.03,33.12,0.0221,52.82,1
46367629,1516813353,180.99,21.72,0.0145,34.63,1
46367629,46383304,364.37,43.72,0.0291,69.73,1
46367801,46371986,234.37,28.12,0.0187,44.85,1
46367801,46365303,59.42,7.13,0.0048,11.37,1
46367805,278528216,12.16,1.46,0.001,2.33,1
46367805,3306177364,52.64,6.32,0.0042,10.07,2
46367805,46372231,227.75,27.33,0.0182,43.58,2
46367893,46366153,42.2,5.06,0.0034,8.08,1
46367893,1827992634,10.51,1.26,0.0008,2.01,1
46367893,46367931,48.55,5.83,0.0039,9.29,1
46367895,46370468,75.4,9.05,0.006,14.43,1
46367931,46367893,48.55,5.83,0.0039,9.29,1
46367931,46371575,93.72,11.25,0.0075,17.93,2
46367931,2345374032,64.66,7.76,0.0052,12.37,2
46368088,46354426,482.71,57.93,0.0386,92.37,1
46368088,3300514052,263.57,31.63,0.0211,50.44,1
46368088,431759694,42.7,5.12,0.0034,8.17,1
46368135,46369860,89.02,10.68,0.0071,17.04,1
46368135,46372557,110.31,13.24,0.0088,21.11,1
46368430,46366182,56.68,6.8,0.0045,10.85,1
46368430,46371281,65.7,7.88,0.0053,12.57,1
46368430,46368481,152.4,18.29,0.0122,29.16,1
46368464,46365716,88.56,10.63,0.0071,16.95,1
46368467,46367801,25.15,3.02,0.002,4.81,1
46368481,46368430,152.4,18.29,0.0122,29.16,1
46368484,7223369979,5.72,0.69,0.0005,1.09,1
46368484,252098585,167.19,12.04,0.0134,31.99,2
46368850,46371073,71.0,8.52,0.0057,13.59,1
46368850,46369688,68.78,8.25,0.0055,13.16,1
46368852,46363000,187.76,22.53,0.015,35.93,1
46368983,46361657,300.5,36.06,0.024,57.5,1
46368983,46361657,238.12,28.57,0.019,45.57,1
46368983,46375797,242.05,29.05,0.0194,46.32,1
46369106,46365743,94.06,11.29,0.0075,18.0,1
46369106,3781170578,202.08,24.25,0.0162,38.67,1
46369240,46369307,57.99,6.96,0.0046,11.1,1
46369240,46369836,16.54,1.98,0.0013,3.16,1
46369259,46369240,62.98,7.56,0.005,12.05,1
46369259,46369795,17.48,2.1,0.0014,3.35,1
46369260,46369920,16.46,1.98,0.0013,3.15,1
46369260,46369332,58.06,6.97,0.0046,11.11,1
46369281,46369718,8.29,1.0,0.0007,1.59,1
46369307,46369260,41.72,5.01,0.0033,7.98,1
46369307,46369838,15.68,1.88,0.0013,3.0,1
46369309,46370083,16.39,1.97,0.0013,3.14,1
46369309,46369281,71.75,8.61,0.0057,13.73,1
46369332,46369870,16.76,2.01,0.0013,3.21,1
46369332,46369309,63.39,7.61,0.0051,12.13,1
46369367,46369685,67.19,8.06,0.0054,12.86,1
46369368,46373371,112.82,13.54,0.009,21.59,1
46369368,46368467,45.61,5.47,0.0036,8.73,1
46369502,4571078880,59.37,7.12,0.0047,11.36,1
46369647,5314993086,35.57,4.27,0.0028,6.81,1
46369647,46370749,90.31,10.84,0.0072,17.28,1
46369647,10572673511,43.93,5.27,0.0035,8.41,1
46369685,46367000,64.51,7.74,0.0052,12.34,1
46369685,46369367,67.19,8.06,0.0054,12.86,1
46369685,46372315,64.97,7.8,0.0052,12.43,1
46369688,27471866,67.17,8.06,0.0054,12.85,1
46369688,46368850,68.78,8.25,0.0055,13.16,1
46369718,46370050,7.0,0.84,0.0006,1.34,1
46369718,46369281,8.29,1.0,0.0007,1.59,1
46369718,46369772,31.82,3.82,0.0025,6.09,1
46369747,46370465,63.24,7.59,0.0051,12.1,1
46369747,46374276,114.07,13.69,0.0091,21.83,1
46369772,46369718,31.82,3.82,0.0025,6.09,1
46369772,8633759487,46.66,5.6,0.0037,8.93,2
46369772,46371994,49.42,5.93,0.004,9.46,2
46369795,46369259,17.48,2.1,0.0014,3.35,1
46369830,2599727061,14.85,1.78,0.0012,2.84,1
46369830,46373313,86.26,10.35,0.0069,16.51,1
46369830,4425924631,76.78,9.21,0.0061,14.69,1
46369836,46369795,62.98,7.56,0.005,12.05,1
46369836,46369240,16.54,1.98,0.0013,3.16,1
46369838,46369836,58.11,6.97,0.0046,11.12,1
46369838,46369307,15.68,1.88,0.0013,3.0,1
46369860,7951323376,146.73,17.61,0.0117,28.08,1
46369862,46376460,181.43,21.77,0.0145,34.72,1
46369862,46370164,20.7,2.48,0.0017,3.96,1
46369868,46374367,153.83,18.46,0.0123,29.44,1
46369868,1306505276,62.6,7.51,0.005,11.98,1
46369870,46369920,57.95,6.95,0.0046,11.09,1
46369870,46369332,16.76,2.01,0.0013,3.21,1
46369920,46369260,16.46,1.98,0.0013,3.15,1
46369920,46369838,41.72,5.01,0.0033,7.98,1
46370050,46370083,71.47,8.58,0.0057,13.68,1
46370050,46369718,7.0,0.84,0.0006,1.34,1
46370083,46369309,16.39,1.97,0.0013,3.14,1
46370083,46369870,63.38,7.61,0.0051,12.13,1
46370164,46369862,20.7,2.48,0.0017,3.96,1
46370164,46367895,134.74,16.17,0.0108,25.78,1
46370194,46369368,41.54,4.98,0.0033,7.95,1
46370252,46373793,86.46,10.38,0.0069,16.54,1
46370252,46370859,75.14,9.02,0.006,14.38,1
46370252,4425924631,81.16,9.74,0.0065,15.53,1
46370309,7223369977,42.2,5.06,0.0034,8.08,3
46370376,46365411,132.34,15.88,0.0106,25.32,1
46370376,46373402,90.39,10.85,0.0072,17.3,1
46370465,46359871,271.25,32.55,0.0217,51.91,1
46370465,46370740,60.5,7.26,0.0048,11.58,1
46370465,46369747,63.24,7.59,0.0051,12.1,1
46370467,46371073,100.58,12.07,0.008,19.25,1
46370468,46377925,197.65,23.72,0.0158,37.82,1
46370468,46370638,38.47,4.62,0.0031,7.36,1
46370539,46373735,140.32,16.84,0.0112,26.85,1
46370539,46366122,111.83,13.42,0.0089,21.4,1
46370544,46370612,119.29,14.31,0.0095,22.83,1
46370544,46367400,68.71,8.25,0.0055,13.15,1
46370544,46370571,15.14,1.82,0.0012,2.9,1
46370571,46371373,27.07,3.25,0.0022,5.18,1
46370571,46370544,15.14,1.82,0.0012,2.9,1
46370571,46367400,84.59,10.15,0.0068,16.19,1
46370612,46370544,119.29,14.31,0.0095,22.83,1
46370612,46370640,44.46,5.34,0.0036,8.51,1
46370612,46367402,69.59,8.35,0.0056,13.32,1
46370638,46370468,38.47,4.62,0.0031,7.36,1
46370638,46367468,162.79,19.53,0.013,31.15,1
46370640,46367435,70.65,8.48,0.0057,13.52,1
46370640,1399800480,141.61,16.99,0.0113,27.1,1
46370640,46370612,44.46,5.34,0.0036,8.51,1
46370740,46370465,60.5,7.26,0.0048,11.58,1
46370740,46360239,275.95,33.11,0.0221,52.81,1
46370749,46369647,90.31,10.84,0.0072,17.28,1
46370749,809929656,50.98,6.12,0.0041,9.76,1
46370749,46366948,91.96,11.04,0.0074,17.6,1
46370749,12718937760,68.91,16.54,0.0055,13.19,1
46370859,2482775450,16.61,1.99,0.0013,3.18,1
46370859,46370252,75.14,9.02,0.006,14.38,1
46370859,46374658,86.51,10.38,0.0069,16.55,1
46371007,46371048,8.0,0.96,0.0006,1.53,1
46371007,46371373,79.35,9.52,0.0063,15.19,2
46371007,6296435007,299.48,21.56,0.024,57.31,3
46371048,46371007,8.0,0.96,0.0006,1.53,1
46371048,46366917,104.39,7.52,0.0084,19.98,1
46371073,46372266,71.58,8.59,0.0057,13.7,1
46371073,46370467,100.58,12.07,0.008,19.25,1
46371106,46363443,199.51,23.94,0.016,38.18,1
46371109,46371955,54.59,6.55,0.0044,10.45,1
46371109,10613177196,83.44,10.01,0.0067,15.97,1
46371109,46367326,113.33,13.6,0.0091,21.69,2
46371281,46371949,18.36,2.2,0.0015,3.51,1
46371281,46368430,65.7,7.88,0.0053,12.57,1
46371281,46371927,134.94,16.19,0.0108,25.82,1
46371324,7052287448,221.63,26.6,0.0177,42.41,1
46371324,46367629,276.03,33.12,0.0221,52.82,1
46371324,1516813326,256.44,18.46,0.0205,49.07,1
46371324,2614519244,299.31,21.55,0.0239,57.28,1
46371369,46373857,108.54,13.02,0.0087,20.77,2
46371369,46370309,23.53,2.82,0.0019,4.5,1
46371373,46370571,27.07,3.25,0.0022,5.18,1
46371373,46371434,235.03,28.2,0.0188,44.98,2
46371373,46371007,79.35,9.52,0.0063,15.19,2
46371409,27471867,81.67,9.8,0.0065,15.63,1
46371409,2311101523,211.52,25.38,0.0169,40.48,1
46371409,451707293,42.38,5.09,0.0034,8.11,2
46371430,46370194,79.8,9.58,0.0064,15.27,1
46371432,46372791,43.23,5.19,0.0035,8.27,1
46371434,46371509,15.72,1.89,0.0013,3.01,1
46371434,46371373,235.03,28.2,0.0188,44.98,2
46371509,46371434,15.72,1.89,0.0013,3.01,1
46371509,46383865,287.02,34.44,0.023,54.92,1
46371509,1386671669,117.54,14.1,0.0094,22.49,2
46371575,2482775450,68.11,8.17,0.0054,13.03,1
46371575,46367931,93.72,11.25,0.0075,17.93,2
46371575,7230058492,86.08,10.33,0.0069,16.47,2
46371578,46372851,41.32,4.96,0.0033,7.91,1
46371578,46373857,66.91,8.03,0.0054,12.8,1
46371578,46368852,111.78,13.41,0.0089,21.39,1
46371927,46378387,171.8,12.37,0.0137,32.87,2
46371927,46361871,290.88,20.94,0.0233,55.66,1
46371927,46371281,134.94,16.19,0.0108,25.82,1
46371931,46381773,387.92,46.55,0.031,74.23,1
46371931,5859267005,473.36,56.8,0.0379,90.58,1
46371931,46336509,1711.46,205.38,0.1369,327.51,2
46371949,46371281,18.36,2.2,0.0015,3.51,1
46371949,46372059,74.16,8.9,0.0059,14.19,1
46371955,46371994,202.59,24.31,0.0162,38.77,1
46371955,46371109,54.59,6.55,0.0044,10.45,1
46371955,9311544788,96.07,11.53,0.0077,18.38,1
46371986,46369502,73.31,8.8,0.0059,14.03,1
46371986,46373209,26.98,3.24,0.0022,5.16,1
46371994,46369772,49.42,5.93,0.004,9.46,2
46371994,1599010892,543.63,65.24,0.0435,104.03,1
46371994,46371955,202.59,24.31,0.0162,38.77,1
46372015,2877620938,6.1,0.73,0.0005,1.17,1
46372015,46370376,107.79,12.93,0.0086,20.63,1
46372015,46365411,170.92,20.51,0.0137,32.71,1
46372059,46372315,21.35,2.56,0.0017,4.09,1
46372059,46371949,74.16,8.9,0.0059,14.19,1
46372059,46378362,143.14,17.18,0.0115,27.39,1
46372060,46372926,59.19,7.1,0.0047,11.33,1
46372060,46371106,61.19,7.34,0.0049,11.71,1
46372060,4176872745,144.91,17.39,0.0116,27.73,1
46372064,46372791,20.51,2.46,0.0016,3.92,1
46372231,46374889,88.36,10.6,0.0071,16.91,1
46372231,46376597,205.5,24.66,0.0164,39.32,2
46372231,46367805,227.75,27.33,0.0182,43.58,2
46372266,46371073,71.58,8.59,0.0057,13.7,1
46372266,46369688,69.4,8.33,0.0056,13.28,1
46372266,46375170,74.61,8.95,0.006,14.28,1
46372270,46373244,36.82,4.42,0.0029,7.05,1
46372270,46377676,167.89,20.15,0.0134,32.13,1
46372315,46372059,21.35,2.56,0.0017,4.09,1
46372315,46369685,64.97,7.8,0.0052,12.43,1
46372315,46378533,158.57,19.03,0.0127,30.34,1
46372371,2877620938,80.72,9.69,0.0065,15.45,1
46372371,3300514050,95.61,11.47,0.0076,18.3,1
46372409,46370194,63.01,7.56,0.005,12.06,1
46372441,46372472,39.12,4.69,0.0031,7.49,1
46372441,117908636,39.04,4.68,0.0031,7.47,1
46372472,46372441,39.12,4.69,0.0031,7.49,1
46372472,6316199,156.69,18.8,0.0125,29.98,1
46372557,46372441,35.69,4.28,0.0029,6.83,1
46372557,46380013,165.78,19.89,0.0133,31.72,1
46372557,46372608,35.54,4.26,0.0028,6.8,1
46372608,46367563,133.2,15.98,0.0107,25.49,1
46372608,46372557,35.54,4.26,0.0028,6.8,1
46372734,46370539,55.56,6.67,0.0044,10.63,1
46372791,46371432,43.23,5.19,0.0035,8.27,1
46372791,46375823,101.86,12.22,0.0081,19.49,1
46372791,46372064,20.51,2.46,0.0016,3.92,1
46372849,46380483,167.19,20.06,0.0134,31.99,1
46372849,46372608,111.98,13.44,0.009,21.43,1
46372849,46372928,39.34,4.72,0.0031,7.53,1
46372851,46371578,41.32,4.96,0.0033,7.91,1
46372926,46364818,200.09,24.01,0.016,38.29,1
46372926,297970323,36.98,4.44,0.003,7.08,1
46372928,46365598,184.99,22.2,0.0148,35.4,1
46372928,46372849,39.34,4.72,0.0031,7.53,1
46373034,1360212313,163.33,19.6,0.0131,31.25,1
46373034,46376418,147.44,17.69,0.0118,28.21,1
46373209,46371430,79.14,9.5,0.0063,15.14,1
46373209,46375173,35.96,4.32,0.0029,6.88,1
46373209,46371986,26.98,3.24,0.0022,5.16,1
46373244,46372270,36.82,4.42,0.0029,7.05,1
46373244,46374367,35.48,4.26,0.0028,6.79,1
46373276,4425924631,89.48,10.74,0.0072,17.12,1
46373281,46372266,70.22,8.43,0.0056,13.44,1
46373281,27471866,71.42,8.57,0.0057,13.67,1
46373313,46369830,86.26,10.35,0.0069,16.51,1
46373371,46374243,39.32,4.72,0.0031,7.52,1
46373402,558702081,112.5,13.5,0.009,21.53,1
46373402,46370376,90.39,10.85,0.0072,17.3,1
46373402,46382875,195.24,23.43,0.0156,37.36,1
46373648,6841340791,7.17,0.86,0.0006,1.37,1
46373648,46365350,220.89,26.51,0.0177,42.27,1
46373679,46357702,1154.64,83.13,0.0924,220.95,1
46373679,11378527522,58.52,4.21,0.0047,11.2,2
46373735,46374150,31.38,3.77,0.0025,6.0,1
46373735,46372734,88.45,10.61,0.0071,16.93,1
46373793,46370252,86.46,10.38,0.0069,16.54,1
46373857,46371369,108.54,13.02,0.0087,20.77,2
46373857,46376975,79.04,9.48,0.0063,15.13,1
46373857,46381518,217.68,26.12,0.0174,41.66,1
46373857,46371578,66.91,8.03,0.0054,12.8,1
46374077,46371430,64.67,7.76,0.0052,12.38,1
46374077,46372409,84.15,10.1,0.0067,16.1,1
46374077,46375985,49.21,5.91,0.0039,9.42,1
46374080,2084068861,28.39,3.41,0.0023,5.43,1
46374080,1531100251,198.64,23.84,0.0159,38.01,2
46374082,46374887,30.77,3.69,0.0025,5.89,2
46374082,3781170573,56.66,6.8,0.0045,10.84,1
46374106,46375128,59.16,7.1,0.0047,11.32,1
46374106,6841340791,7.92,0.95,0.0006,1.52,1
46374106,46378973,155.11,18.61,0.0124,29.68,2
46374150,46373735,31.38,3.77,0.0025,6.0,1
46374150,46376416,56.66,6.8,0.0045,10.84,1
46374150,46374276,28.28,3.39,0.0023,5.41,1
46374153,46378461,91.99,11.04,0.0074,17.6,1
46374203,46375398,71.55,8.59,0.0057,13.69,1
46374203,46379937,123.75,14.85,0.0099,23.68,1
46374243,46372409,50.42,6.05,0.004,9.65,1
46374243,46375985,87.78,10.53,0.007,16.8,1
46374276,46375397,73.17,8.78,0.0059,14.0,1
46374276,46374150,28.28,3.39,0.0023,5.41,1
46374276,46369747,114.07,13.69,0.0091,21.83,1
46374365,46376418,50.44,6.05,0.004,9.65,1
46374365,46366848,349.6,41.95,0.028,66.9,1
46374367,46373244,35.48,4.26,0.0028,6.79,1
46374367,46378609,130.68,15.68,0.0105,25.01,1
46374403,46374667,15.96,1.91,0.0013,3.05,1
46374658,46370859,86.51,10.38,0.0069,16.55,1
46374662,46375508,44.3,5.32,0.0035,8.48,1
46374662,7042607646,201.0,24.12,0.0161,38.46,1
46374667,46374403,15.96,1.91,0.0013,3.05,1
46374667,46379586,122.43,14.69,0.0098,23.43,1
46374673,46376895,67.95,8.15,0.0054,13.0,1
46374673,46376461,51.37,6.16,0.0041,9.83,1
46374673,4022465427,210.67,25.28,0.0169,40.31,1
46374673,4022465427,56.75,6.81,0.0045,10.86,1
46374887,4489285115,271.95,32.63,0.0218,52.04,1
46374887,46374082,30.77,3.69,0.0025,5.89,2
46374887,46376762,51.78,6.21,0.0041,9.91,1
46374889,4022465427,69.01,8.28,0.0055,13.21,1
46374889,46376895,57.73,6.93,0.0046,11.05,1
46374889,46372231,88.36,10.6,0.0071,16.91,1
46375128,46372734,60.65,7.28,0.0049,11.61,1
46375128,46376416,118.79,14.25,0.0095,22.73,1
46375170,46376585,69.93,8.39,0.0056,13.38,1
46375170,451707276,119.9,14.39,0.0096,22.94,1
46375170,46372266,74.61,8.95,0.006,14.28,1
46375173,46372928,93.88,11.27,0.0075,17.97,1
46375173,46373209,35.96,4.32,0.0029,6.88,1
46375173,46380737,168.12,20.17,0.0134,32.17,1
46375177,46375287,24.85,2.98,0.002,4.75,1
46375178,46377762,106.46,12.77,0.0085,20.37,1
46375178,46369862,338.88,40.67,0.0271,64.85,1
46375287,46375322,25.29,3.03,0.002,4.84,1
46375287,46381175,131.46,15.77,0.0105,25.16,1
46375287,46375177,24.85,2.98,0.002,4.75,1
46375322,46375287,25.29,3.03,0.002,4.84,1
46375322,46374667,11.7,1.4,0.0009,2.24,1
46375395,3300514052,39.23,4.71,0.0031,7.51,1
46375395,46376216,447.45,53.69,0.0358,85.62,2
46375397,46380540,115.33,13.84,0.0092,22.07,1
46375397,46375982,60.02,7.2,0.0048,11.49,1
46375397,46374276,73.17,8.78,0.0059,14.0,1
46375398,46374203,71.55,8.59,0.0057,13.69,1
46375398,46371409,102.24,12.27,0.0082,19.56,1
46375408,3419707796,908.82,109.06,0.0727,173.91,1
46375502,3300514052,7.62,0.91,0.0006,1.46,1
46375502,46378943,70.17,8.42,0.0056,13.43,1
46375502,46375395,38.95,4.67,0.0031,7.45,1
46375508,46376831,73.73,8.85,0.0059,14.11,1
46375508,46374662,44.3,5.32,0.0035,8.48,1
46375508,46380090,107.21,12.87,0.0086,20.52,1
46375797,46387895,420.83,50.5,0.0337,80.53,1
46375797,46368983,242.05,29.05,0.0194,46.32,1
46375797,350402989,1633.7,196.04,0.1307,312.63,1
46375823,46372791,101.86,12.22,0.0081,19.49,1
46375823,9025693787,46.81,5.62,0.0037,8.96,1
46375823,46374367,44.84,5.38,0.0036,8.58,1
46375982,46370740,116.75,14.01,0.0093,22.34,1
46375982,46375397,60.02,7.2,0.0048,11.49,1
46375985,46379144,136.21,16.35,0.0109,26.07,1
46375985,46376972,15.0,1.8,0.0012,2.87,1
46376161,46380582,95.24,11.43,0.0076,18.23,1
46376161,330199508,72.73,8.73,0.0058,13.92,1
46376216,46375395,447.45,53.69,0.0358,85.62,2
46376216,7230058506,41.28,4.95,0.0033,7.9,1
46376376,46374077,111.12,13.33,0.0089,21.26,1
46376376,46373209,74.49,8.94,0.006,14.25,1
46376416,46379143,57.89,6.95,0.0046,11.08,1
46376416,46374150,56.66,6.8,0.0045,10.84,1
46376418,46380053,157.87,18.94,0.0126,30.21,1
46376460,46376939,19.53,2.34,0.0016,3.74,1
46376460,46375178,68.04,8.16,0.0054,13.02,1
46376461,46374673,51.37,6.16,0.0041,9.83,1
46376585,46373281,75.45,9.05,0.006,14.44,1
46376585,46375170,69.93,8.39,0.0056,13.38,1
46376597,46377905,45.95,5.51,0.0037,8.79,2
46376597,46377142,10.7,1.28,0.0009,2.05,1
46376597,46372231,205.5,24.66,0.0164,39.32,2
46376762,8015802422,45.53,5.46,0.0036,8.71,2
46376831,46375508,73.73,8.85,0.0059,14.11,1
46376831,7042617201,197.12,23.65,0.0158,37.72,1
46376831,46380090,171.14,20.54,0.0137,32.75,1
46376831,46378182,88.29,10.59,0.0071,16.89,1
46376895,46374673,67.95,8.15,0.0054,13.0,1
46376895,46379360,59.44,7.13,0.0048,11.37,1
46376895,46374889,57.73,6.93,0.0046,11.05,1
46376939,46370164,184.88,22.19,0.0148,35.38,1
46376939,46376460,19.53,2.34,0.0016,3.74,1
46376972,46380158,78.93,9.47,0.0063,15.1,1
46376972,46375985,15.0,1.8,0.0012,2.87,1
46376972,2311168475,168.32,20.2,0.0135,32.21,1
46376975,46385113,330.55,39.67,0.0264,63.25,1
46376975,46373857,79.04,9.48,0.0063,15.13,1
46377142,46376597,10.7,1.28,0.0009,2.05,1
46377142,46380963,112.43,13.49,0.009,21.51,1
46377386,46378465,40.57,4.87,0.0032,7.76,1
46377676,46373244,131.34,15.76,0.0105,25.13,1
46377762,46380412,104.53,12.54,0.0084,20.0,1
46377762,46378853,65.76,7.89,0.0053,12.58,1
46377905,46376597,45.95,5.51,0.0037,8.79,2
46377905,26596415,10.01,1.2,0.0008,1.92,1
46377905,46384227,284.24,34.11,0.0227,54.39,2
46377925,725239288,38.93,4.67,0.0031,7.45,1
46377925,46376939,63.93,7.67,0.0051,12.23,1
46377925,46378853,21.07,2.53,0.0017,4.03,1
46378180,46380582,101.59,12.19,0.0081,19.44,1
46378182,46382948,104.65,12.56,0.0084,20.03,2
46378182,46376831,88.29,10.59,0.0071,16.89,1
46378182,5832869154,201.05,24.13,0.0161,38.47,2
46378362,46371949,193.54,23.22,0.0155,37.04,1
46378362,46372059,143.14,17.18,0.0115,27.39,1
46378387,46380150,39.92,2.87,0.0032,7.64,1
46378387,46371927,171.8,12.37,0.0137,32.87,2
46378461,46381769,74.24,8.91,0.0059,14.21,1
46378461,46379218,128.55,15.43,0.0103,24.6,1
46378465,46380963,75.78,9.09,0.0061,14.5,1
46378465,46377386,40.57,4.87,0.0032,7.76,1
46378533,1826095765,29.36,3.52,0.0023,5.62,1
46378533,46378362,51.4,6.17,0.0041,9.84,1
46378536,46380997,42.04,5.05,0.0034,8.05,1
46378536,46381132,45.6,5.47,0.0036,8.73,1
46378536,287086994,62.32,7.48,0.005,11.93,1
46378609,46377676,35.11,4.21,0.0028,6.72,1
46378609,46381573,81.02,9.72,0.0065,15.5,1
46378853,46380412,43.72,5.25,0.0035,8.37,1
46378914,46379937,62.66,7.52,0.005,11.99,1
46378914,46376585,50.04,6.01,0.004,9.58,1
46378943,429784992,132.58,15.91,0.0106,25.37,1
46378943,477535905,196.4,23.57,0.0157,37.58,1
46378943,46375502,70.17,8.42,0.0056,13.43,1
46378973,46382129,234.46,28.14,0.0188,44.87,1
46378973,6841318476,5.26,0.63,0.0004,1.01,1
46379013,46381306,56.39,6.77,0.0045,10.79,1
46379143,46376416,57.89,6.95,0.0046,11.08,1
46379143,46375128,174.68,20.96,0.014,33.43,1
46379143,46382129,57.93,6.95,0.0046,11.08,1
46379144,46376376,56.03,6.72,0.0045,10.72,1
46379144,46380093,17.98,2.16,0.0014,3.44,1
46379218,46382632,73.85,8.86,0.0059,14.13,1
46379218,3300514053,93.32,11.2,0.0075,17.86,1
46379359,46380741,44.59,5.35,0.0036,8.53,1
46379359,46374887,120.2,14.42,0.0096,23.0,1
46379360,46376895,59.44,7.13,0.0048,11.37,1
46379392,46380173,35.04,4.21,0.0028,6.71,1
46379432,2084068861,252.34,30.28,0.0202,48.29,1
46379432,1531100251,22.1,2.65,0.0018,4.23,1
46379586,725239288,111.02,13.32,0.0089,21.24,1
46379586,46380375,18.73,2.25,0.0015,3.58,1
46379586,46385577,156.91,18.83,0.0126,30.03,1
46379587,46381815,41.06,4.93,0.0033,7.86,1
46379627,46380013,45.0,5.4,0.0036,8.61,1
46379627,46372441,164.15,19.7,0.0131,31.41,1
46379627,6316199,42.5,5.1,0.0034,8.13,1
46379864,6841269821,8.38,1.01,0.0007,1.6,1
46379864,3300515579,302.68,36.32,0.0242,57.92,2
46379937,2309524191,58.46,7.01,0.0047,11.19,1
46379937,297095272,9.84,1.18,0.0008,1.88,1
46380013,46380094,32.81,3.94,0.0026,6.28,1
46380013,46389269,222.07,26.65,0.0178,42.5,1
46380053,46380997,27.27,3.27,0.0022,5.22,1
46380053,252120284,218.21,26.19,0.0175,41.76,1
46380090,7602619098,130.77,15.69,0.0105,25.02,1
46380093,46380734,20.18,2.42,0.0016,3.86,1
46380093,46376972,143.39,17.21,0.0115,27.44,1
46380093,46379144,17.98,2.16,0.0014,3.44,1
46380094,46372608,166.56,19.99,0.0133,31.87,1
46380094,46380483,113.19,13.58,0.0091,21.66,1
46380094,46380013,32.81,3.94,0.0026,6.28,1
46380118,46378609,43.88,5.27,0.0035,8.4,1
46380118,46375823,131.43,15.77,0.0105,25.15,1
46380150,46381125,49.85,3.59,0.004,9.54,1
46380158,11226574562,162.26,19.47,0.013,31.05,1
46380158,46383464,83.97,10.08,0.0067,16.07,1
46380173,46379392,35.04,4.21,0.0028,6.71,1
46380173,46377676,82.24,9.87,0.0066,15.74,1
46380375,46381175,54.5,6.54,0.0044,10.43,1
46380375,46375322,125.14,15.02,0.01,23.95,1
46380375,46379586,18.73,2.25,0.0015,3.58,1
46380412,46377762,104.53,12.54,0.0084,20.0,1
46380412,46383256,73.04,8.77,0.0058,13.98,1
46380482,46380737,95.19,11.42,0.0076,18.22,1
46380482,46380483,39.61,4.75,0.0032,7.58,1
46380482,46372928,167.75,20.13,0.0134,32.1,1
46380483,46389674,222.17,26.66,0.0178,42.51,1
46380483,46380482,39.61,4.75,0.0032,7.58,1
46380540,46379143,111.4,13.37,0.0089,21.32,1
46380540,46383282,57.2,6.86,0.0046,10.95,1
46380582,1419265970,99.15,11.9,0.0079,18.97,1
46380582,46378180,101.59,12.19,0.0081,19.44,1
46380734,46380093,20.18,2.42,0.0016,3.86,1
46380734,46380737,33.81,4.06,0.0027,6.47,1
46380737,46390032,220.78,26.49,0.0177,42.25,1
46380737,46380734,33.81,4.06,0.0027,6.47,1
46380741,46379359,44.59,5.35,0.0036,8.53,1
46380741,46381132,11.69,1.4,0.0009,2.24,1
46380960,46378387,40.25,2.9,0.0032,7.7,1
46380960,46380150,10.02,0.72,0.0008,1.92,1
46380963,46383340,79.65,9.56,0.0064,15.24,1
46380963,46382043,37.61,4.51,0.003,7.2,1
46380997,46378536,42.04,5.05,0.0034,8.05,1
